PP
negative,-0.6931471805599453
positive,-0.6931471805599453

LP
wow,negative,-5.236441962829949
crust,negative,-5.236441962829949
is,negative,-5.236441962829949
not,negative,-4.320151230955794
good,negative,-5.236441962829949
tasty,negative,-5.236441962829949
and,negative,-4.320151230955794
the,negative,-3.364639785928358
texture,negative,-5.236441962829949
was,negative,-3.732364566053675
just,negative,-5.236441962829949
nasty,negative,-5.236441962829949
now,negative,-5.236441962829949
i,negative,-3.983678994334581
am,negative,-5.236441962829949
getting,negative,-5.236441962829949
angry,negative,-5.236441962829949
want,negative,-5.236441962829949
my,negative,-5.236441962829949
damn,negative,-5.236441962829949
pho,negative,-5.236441962829949
honeslty,negative,-5.236441962829949
it,negative,-4.830976854721785
didn,negative,-5.236441962829949
t,negative,-5.236441962829949
taste,negative,-4.830976854721785
that,negative,-4.830976854721785
fresh,negative,-5.236441962829949
potatoes,negative,-5.236441962829949
were,negative,-4.830976854721785
like,negative,-4.320151230955794
rubber,negative,-5.236441962829949
you,negative,-5.236441962829949
could,negative,-5.236441962829949
tell,negative,-5.236441962829949
they,negative,-5.236441962829949
had,negative,-4.543294782270004
been,negative,-5.236441962829949
made,negative,-4.830976854721785
up,negative,-4.830976854721785
ahead,negative,-5.236441962829949
of,negative,-4.830976854721785
time,negative,-5.236441962829949
being,negative,-4.830976854721785
kept,negative,-5.236441962829949
under,negative,-5.236441962829949
a,negative,-4.320151230955794
warmer,negative,-5.236441962829949
would,negative,-5.236441962829949
go,negative,-4.830976854721785
back,negative,-5.236441962829949
cashier,negative,-5.236441962829949
no,negative,-4.830976854721785
care,negative,-5.236441962829949
what,negative,-4.830976854721785
so,negative,-5.236441962829949
ever,negative,-5.236441962829949
on,negative,-5.236441962829949
to,negative,-4.320151230955794
say,negative,-4.830976854721785
still,negative,-5.236441962829949
ended,negative,-5.236441962829949
wayyy,negative,-5.236441962829949
overpriced,negative,-5.236441962829949
disgusted,negative,-5.236441962829949
because,negative,-4.830976854721785
pretty,negative,-5.236441962829949
sure,negative,-5.236441962829949
human,negative,-5.236441962829949
hair,negative,-5.236441962829949
shocked,negative,-5.236441962829949
signs,negative,-5.236441962829949
indicate,negative,-5.236441962829949
cash,negative,-5.236441962829949
only,negative,-5.236441962829949
waitress,negative,-5.236441962829949
little,negative,-5.236441962829949
slow,negative,-5.236441962829949
in,negative,-5.236441962829949
service,negative,-4.830976854721785
did,negative,-5.236441962829949
at,negative,-5.236441962829949
all,negative,-5.236441962829949
burrittos,negative,-5.236441962829949
blah,negative,-5.236441962829949
worst,negative,-5.236441962829949
salmon,negative,-5.236441962829949
sashimi,negative,-5.236441962829949
this,negative,-5.236441962829949
final,negative,-5.236441962829949
blow,negative,-5.236441962829949
sucks,negative,-5.236441962829949
turkey,negative,-5.236441962829949
roast,negative,-5.236441962829949
beef,negative,-5.236441962829949
bland,negative,-5.236441962829949
pan,negative,-5.236441962829949
cakes,negative,-5.236441962829949
everyone,negative,-5.236441962829949
are,negative,-5.236441962829949
raving,negative,-5.236441962829949
about,negative,-5.236441962829949
sugary,negative,-5.236441962829949
disaster,negative,-5.236441962829949
tailored,negative,-5.236441962829949
palate,negative,-5.236441962829949
six,negative,-5.236441962829949
year,negative,-5.236441962829949
old,negative,-5.236441962829949
poor,negative,-5.236441962829949
batter,negative,-5.236441962829949
meat,negative,-5.236441962829949
ratio,negative,-5.236441962829949
chicken,negative,-5.236441962829949
tenders,negative,-5.236441962829949
very,negative,-5.236441962829949
unsatisfying,negative,-5.236441962829949
bye,negative,-4.830976854721785
your,negative,-5.236441962829949
tip,negative,-5.236441962829949
lady,negative,-5.236441962829949
we,negative,-5.236441962829949
ll,negative,-5.236441962829949
never,negative,-5.236441962829949
again,negative,-5.236441962829949
loved,negative,-5.929589143389895
place,negative,-5.929589143389895
stopped,negative,-5.929589143389895
by,negative,-5.929589143389895
during,negative,-5.929589143389895
late,negative,-5.929589143389895
may,negative,-5.929589143389895
bank,negative,-5.929589143389895
holiday,negative,-5.929589143389895
off,negative,-5.929589143389895
rick,negative,-5.929589143389895
steve,negative,-5.929589143389895
recommendation,negative,-5.929589143389895
selection,negative,-5.929589143389895
